orig_names_21,plot_name_21,date,geography,geography_code,Rural_Urban,total_pop,value,cob_region,cob,percs
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Hounslow,E09000018,Total,253957,829,Europe,Romania,0.33
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Kingston upon Thames,E09000021,Total,160060,265,Europe,Romania,0.17
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Merton,E09000024,Total,199693,653,Europe,Romania,0.33
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Redbridge,E09000026,Total,278970,1825,Europe,Romania,0.65
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Richmond upon Thames,E09000027,Total,186990,244,Europe,Romania,0.13
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Sutton,E09000029,Total,190146,357,Europe,Romania,0.19
Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,Romania,2011,Waltham Forest,E09000031,Total,258249,4291,Europe,Romania,1.66
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Camden,E09000007,Total,220338,3742,Europe,France,1.7
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,City of London,E09000001,Total,7375,147,Europe,France,1.99
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Hackney,E09000012,Total,246270,2480,Europe,France,1.01
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Hammersmith and Fulham,E09000013,Total,182493,4977,Europe,France,2.73
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Haringey,E09000014,Total,254926,1931,Europe,France,0.76
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Islington,E09000019,Total,206125,2658,Europe,France,1.29
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Kensington and Chelsea,E09000020,Total,158649,6659,Europe,France,4.2
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Lambeth,E09000022,Total,303086,3667,Europe,France,1.21
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Lewisham,E09000023,Total,275885,2319,Europe,France,0.84
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Newham,E09000025,Total,307984,1418,Europe,France,0.46
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Southwark,E09000028,Total,288283,3178,Europe,France,1.1
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Tower Hamlets,E09000030,Total,254096,3014,Europe,France,1.19
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Wandsworth,E09000032,Total,306995,3804,Europe,France,1.24
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Westminster,E09000033,Total,219396,5675,Europe,France,2.59
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Barking and Dagenham,E09000002,Total,185911,477,Europe,France,0.26
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Barnet,E09000003,Total,356386,1862,Europe,France,0.52
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Bexley,E09000004,Total,231997,363,Europe,France,0.16
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Brent,E09000005,Total,311215,1762,Europe,France,0.57
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Bromley,E09000006,Total,309392,957,Europe,France,0.31
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Croydon,E09000008,Total,363378,1269,Europe,France,0.35
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Ealing,E09000009,Total,338449,2523,Europe,France,0.75
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Enfield,E09000010,Total,312466,845,Europe,France,0.27
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Greenwich,E09000011,Total,254557,1286,Europe,France,0.51
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Harrow,E09000015,Total,239056,1142,Europe,France,0.48
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Havering,E09000016,Total,237232,215,Europe,France,0.09
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Hillingdon,E09000017,Total,273936,673,Europe,France,0.25
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Hounslow,E09000018,Total,253957,1211,Europe,France,0.48
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Kingston upon Thames,E09000021,Total,160060,892,Europe,France,0.56
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Merton,E09000024,Total,199693,1305,Europe,France,0.65
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Redbridge,E09000026,Total,278970,1030,Europe,France,0.37
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Richmond upon Thames,E09000027,Total,186990,1353,Europe,France,0.72
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Sutton,E09000029,Total,190146,480,Europe,France,0.25
Europe: Other Europe: EU countries: Member countries in March 2001: France,France,2011,Waltham Forest,E09000031,Total,258249,1340,Europe,France,0.52
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Camden,E09000007,Total,220338,2993,Europe,Germany,1.36
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,City of London,E09000001,Total,7375,121,Europe,Germany,1.64
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Hackney,E09000012,Total,246270,2285,Europe,Germany,0.93
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Hammersmith and Fulham,E09000013,Total,182493,1796,Europe,Germany,0.98
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Haringey,E09000014,Total,254926,1884,Europe,Germany,0.74
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Islington,E09000019,Total,206125,2090,Europe,Germany,1.01
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Kensington and Chelsea,E09000020,Total,158649,2666,Europe,Germany,1.68
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Lambeth,E09000022,Total,303086,2338,Europe,Germany,0.77
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Lewisham,E09000023,Total,275885,1833,Europe,Germany,0.66
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Newham,E09000025,Total,307984,1034,Europe,Germany,0.34
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Southwark,E09000028,Total,288283,2361,Europe,Germany,0.82
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Tower Hamlets,E09000030,Total,254096,2318,Europe,Germany,0.91
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Wandsworth,E09000032,Total,306995,3347,Europe,Germany,1.09
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Westminster,E09000033,Total,219396,3001,Europe,Germany,1.37
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Barking and Dagenham,E09000002,Total,185911,522,Europe,Germany,0.28
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Barnet,E09000003,Total,356386,2304,Europe,Germany,0.65
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Bexley,E09000004,Total,231997,623,Europe,Germany,0.27
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Brent,E09000005,Total,311215,1385,Europe,Germany,0.45
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Bromley,E09000006,Total,309392,1268,Europe,Germany,0.41
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Croydon,E09000008,Total,363378,1561,Europe,Germany,0.43
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Ealing,E09000009,Total,338449,1812,Europe,Germany,0.54
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Enfield,E09000010,Total,312466,990,Europe,Germany,0.32
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Greenwich,E09000011,Total,254557,1417,Europe,Germany,0.56
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Harrow,E09000015,Total,239056,1446,Europe,Germany,0.6
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Havering,E09000016,Total,237232,488,Europe,Germany,0.21
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Hillingdon,E09000017,Total,273936,1368,Europe,Germany,0.5
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Hounslow,E09000018,Total,253957,1186,Europe,Germany,0.47
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Kingston upon Thames,E09000021,Total,160060,1778,Europe,Germany,1.11
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Merton,E09000024,Total,199693,1780,Europe,Germany,0.89
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Redbridge,E09000026,Total,278970,1142,Europe,Germany,0.41
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Richmond upon Thames,E09000027,Total,186990,2335,Europe,Germany,1.25
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Sutton,E09000029,Total,190146,872,Europe,Germany,0.46
Europe: Other Europe: EU countries: Member countries in March 2001: Germany,Germany,2011,Waltham Forest,E09000031,Total,258249,1132,Europe,Germany,0.44
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Camden,E09000007,Total,220338,5211,Europe,Ireland,2.37
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,City of London,E09000001,Total,7375,111,Europe,Ireland,1.51
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Hackney,E09000012,Total,246270,3977,Europe,Ireland,1.61
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Hammersmith and Fulham,E09000013,Total,182493,4874,Europe,Ireland,2.67
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Haringey,E09000014,Total,254926,4820,Europe,Ireland,1.89
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Islington,E09000019,Total,206125,5679,Europe,Ireland,2.76
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Kensington and Chelsea,E09000020,Total,158649,2757,Europe,Ireland,1.74
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Lambeth,E09000022,Total,303086,5808,Europe,Ireland,1.92
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Lewisham,E09000023,Total,275885,3912,Europe,Ireland,1.42
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Newham,E09000025,Total,307984,1914,Europe,Ireland,0.62
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Southwark,E09000028,Total,288283,4896,Europe,Ireland,1.7
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Tower Hamlets,E09000030,Total,254096,2862,Europe,Ireland,1.13
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Wandsworth,E09000032,Total,306995,5781,Europe,Ireland,1.88
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Westminster,E09000033,Total,219396,3752,Europe,Ireland,1.71
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Barking and Dagenham,E09000002,Total,185911,1643,Europe,Ireland,0.88
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Barnet,E09000003,Total,356386,6020,Europe,Ireland,1.69
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Bexley,E09000004,Total,231997,2103,Europe,Ireland,0.91
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Brent,E09000005,Total,311215,8874,Europe,Ireland,2.85
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Bromley,E09000006,Total,309392,3256,Europe,Ireland,1.05
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Croydon,E09000008,Total,363378,4055,Europe,Ireland,1.12
Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,Ireland,2011,Ealing,E09000009,Total,338449,7665,Europe,Ireland,2.26
